,chance_of_playing_next_round,chance_of_playing_this_round,code_x,element_type,ep_next,ep_this,event_points,first_name,form,id,news,news_added,now_cost,points_per_game,second_name,selected_by_percent,team_code,total_points,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,influence,creativity,threat,ict_index,influence_rank_type,creativity_rank_type,threat_rank_type,ict_index_rank,ict_index_rank_type,penalties_order,penalties_text,position_id,position,code_y,Club,fullname
18,100.0,100.0,205533,4,0.5,0.5,0,Edward,0.0,20,,2021-08-08T18:00:05.173437Z,54,0.0,Nketiah,0.1,3,0,0.0,0.0,Nketiah,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,78,78,76,592,78,,,4,Forward,3,Arsenal,Edward Nketiah
19,100.0,100.0,209289,3,6.5,6.5,3,Emile,6.0,21,,2021-09-08T10:00:09.013082Z,54,3.6,Smith Rowe,5.6,3,25,1.1,4.6,Smith Rowe,535,1,1,2,10,0,0,0,0,0,0,2,115.0,121.1,142.0,37.7,30,33,33,47,30,,,3,Midfielder,3,Arsenal,Emile Rowe
20,100.0,100.0,223340,3,7.8,7.8,3,Bukayo,7.3,22,,2021-08-26T10:30:09.768229Z,63,4.1,Saka,11.4,3,29,1.2,4.6,Saka,491,1,2,3,7,0,0,0,0,0,0,3,112.4,135.2,210.0,45.6,31,28,15,32,21,,,3,Midfielder,3,Arsenal,Bukayo Saka
21,100.0,100.0,226597,2,5.5,5.5,6,Gabriel,5.0,23,,2021-08-04T10:30:07.822243Z,50,5.8,Magalhães,0.7,3,23,1.0,4.6,Gabriel,360,0,0,3,1,0,0,0,0,0,0,3,89.0,12.5,18.0,11.9,59,90,70,241,77,,,2,Defender,3,Arsenal,Gabriel Magalhães
22,0.0,0.0,233963,2,0.0,0.0,0,Konstantinos,0.0,24,Season long loan to Stuttgart,2021-07-02T08:43:27.623007Z,45,0.0,Mavropanos,0.0,3,0,0.0,0.0,Mavropanos,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,196,196,190,526,196,,,2,Defender,3,Arsenal,Konstantinos Mavropanos
23,0.0,0.0,242166,3,0.0,0.0,0,Mattéo,0.0,25,Season long loan to Marseille,2021-07-08T07:32:22.717852Z,45,0.0,Guendouzi,0.0,3,0,0.0,0.0,Guendouzi,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,203,206,197,530,204,,,3,Midfielder,3,Arsenal,Mattéo Guendouzi
24,,,444145,3,0.5,0.5,0,Gabriel Teodoro,0.0,26,,,52,2.0,Martinelli Silva,0.2,3,4,0.0,0.8,Martinelli,148,0,0,0,3,0,0,0,0,0,0,0,9.4,38.4,13.0,6.1,150,105,141,311,141,,,3,Midfielder,3,Arsenal,Gabriel Silva
25,0.0,0.0,462424,2,0.0,0.0,0,William,0.0,27,Joined Marseille on loan for 2021/22. - Expected back 23 May,2021-07-15T17:30:06.383244Z,45,0.0,Saliba,0.0,3,0,0.0,0.0,Saliba,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,198,198,194,544,198,,,2,Defender,3,Arsenal,William Saliba
26,100.0,100.0,198869,2,5.8,5.8,7,Ben,5.3,67,,2021-08-22T23:00:07.913439Z,44,4.4,White,12.4,3,22,1.2,5.0,White,450,0,0,3,3,0,0,0,1,0,0,2,88.4,42.1,4.0,13.5,60,38,105,220,71,,,2,Defender,3,Arsenal,Ben White
27,,,437626,2,0.8,0.8,0,Nuno,0.3,466,,,43,0.8,Varela Tavares,0.2,3,3,0.1,0.7,Tavares,47,0,0,0,0,0,0,0,1,0,0,0,17.6,2.7,6.0,2.6,122,111,94,349,122,,,2,Defender,3,Arsenal,Nuno Tavares
28,,,437742,3,1.8,1.8,3,Albert,1.3,478,,,49,1.7,Sambi Lokonga,0.2,3,10,0.3,2.0,Sambi Lokonga,368,0,0,2,4,0,0,0,2,0,0,0,86.2,63.2,18.0,16.8,56,76,134,182,88,,,3,Midfielder,3,Arsenal,Albert Lokonga
29,,,232223,4,0.5,0.5,0,Folarin,0.0,530,,,48,1.0,Balogun,0.4,3,2,0.0,0.4,Balogun,69,0,0,0,1,0,0,0,0,0,0,0,4.2,3.7,17.0,1.9,45,45,46,364,48,,,4,Forward,3,Arsenal,Folarin Balogun
30,0.0,0.0,200641,3,0.0,0.0,0,Reiss,0.0,531,Joined Feyenoord on a season-long loan - Expected back 01 Jul,2021-08-31T17:00:07.058892Z,50,1.0,Nelson,0.0,3,1,0.0,0.2,Nelson,19,0,0,0,1,0,0,0,0,0,0,0,4.0,11.6,20.0,3.6,167,153,128,340,155,,,3,Midfielder,3,Arsenal,Reiss Nelson
31,,,463748,1,0.5,0.5,0,Karl,0.0,532,,,40,0.0,Hein,0.6,3,0,0.0,0.0,Hein,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,47,28,24,450,47,,,1,Goalkeeper,3,Arsenal,Karl Hein
32,,,184029,3,5.5,5.5,3,Martin,5.0,558,,,55,4.0,Ødegaard,2.8,3,20,0.9,3.6,Ødegaard,402,1,0,3,5,0,0,0,1,0,0,3,73.8,106.0,25.0,20.5,67,44,120,138,69,,,3,Midfielder,3,Arsenal,Martin Ødegaard
33,,,225321,1,6.5,6.5,6,Aaron,6.0,559,,,46,6.0,Ramsdale,4.7,3,24,1.3,5.2,Ramsdale,360,0,0,3,1,0,0,0,0,0,9,2,70.2,0.0,0.0,7.0,23,54,51,303,23,,,1,Goalkeeper,3,Arsenal,Aaron Ramsdale
34,,,220682,1,0.5,0.5,0,Arthur,0.0,572,,,40,0.0,Okonkwo,0.1,3,0,0.0,0.0,Okonkwo,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,21,17,433,40,,,1,Goalkeeper,3,Arsenal,Arthur Okonkwo
35,,,223723,2,5.2,5.2,6,Takehiro,4.7,590,,,46,5.0,Tomiyasu,2.9,3,20,1.0,4.3,Tomiyasu,331,0,0,3,1,0,0,0,0,0,0,0,44.4,11.8,31.0,8.8,107,93,56,273,94,,,2,Defender,3,Arsenal,Takehiro Tomiyasu
36,,,79852,1,0.0,0.0,0,Jed,0.0,28,,,40,1.0,Steer,3.6,7,1,0.0,0.2,Steer,90,0,0,0,3,0,0,0,0,0,1,0,8.2,0.0,0.0,0.8,26,14,10,380,26,,,1,Goalkeeper,7,Aston Villa,Jed Steer
37,0.0,0.0,85242,3,0.0,0.0,0,Conor,0.0,29,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-31T07:00:13.054434Z,49,0.0,Hourihane,0.0,7,0,0.0,0.0,Hourihane,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,222,225,220,562,223,,,3,Midfielder,7,Aston Villa,Conor Hourihane
38,100.0,100.0,98980,1,7.0,7.0,4,Emiliano,7.0,30,,2021-08-30T07:30:12.022094Z,55,5.0,Martínez,14.3,7,30,1.3,5.5,Martínez,540,0,0,3,6,0,0,0,1,0,17,5,147.6,0.0,0.0,14.7,14,65,65,209,14,,,1,Goalkeeper,7,Aston Villa,Emiliano Martínez
39,0.0,0.0,108156,2,0.0,0.0,0,Björn,0.0,31,Transferred to Royal Antwerp,2021-06-25T10:09:04.469362Z,45,0.0,Engels,0.0,7,0,0.0,0.0,Engels,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,188,189,182,496,189,,,2,Defender,7,Aston Villa,Björn Engels
40,100.0,100.0,110504,3,0.7,0.7,1,Bertrand,0.7,32,,2021-08-20T10:00:13.133021Z,58,1.8,Traoré,0.4,7,7,0.1,1.2,Traoré,53,0,1,0,1,0,0,0,0,0,0,0,10.2,3.1,54.0,6.7,149,166,74,305,137,,,3,Midfielder,7,Aston Villa,Bertrand Traoré
41,0.0,0.0,122775,3,0.0,0.0,0,Morgan,0.0,34,Hamstring injury - Expected back 22 Oct,2021-09-23T00:00:09.109242Z,50,0.0,Sanson,0.0,7,0,0.0,0.0,Sanson,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,229,232,227,577,230,,,3,Midfielder,7,Aston Villa,Morgan Sanson
42,100.0,100.0,122806,3,1.7,1.7,2,John,1.7,35,,2021-09-18T19:30:07.276845Z,58,2.7,McGinn,0.7,7,16,0.3,2.8,McGinn,489,1,0,2,8,0,0,0,2,0,0,0,86.4,118.4,50.0,25.6,55,36,80,108,55,,,3,Midfielder,7,Aston Villa,John McGinn
43,,,123354,2,5.3,5.3,1,Kortney,5.3,36,,,44,5.7,Hause,0.3,7,17,1.2,3.9,Hause,171,1,0,1,2,0,0,0,0,0,0,3,55.6,1.4,41.0,9.8,92,113,43,259,84,,,2,Defender,7,Aston Villa,Kortney Hause
44,0.0,0.0,148508,3,0.0,0.0,0,Mahmoud Ahmed,0.0,37,Knee injury - Unknown return date,2021-06-22T11:30:10.533711Z,54,0.0,Ibrahim Hassan,0.0,7,0,0.0,0.0,Trézéguet,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,236,238,235,588,236,,,3,Midfielder,7,Aston Villa,Mahmoud Hassan
45,100.0,100.0,149484,2,4.7,4.7,1,Tyrone,4.7,38,,2021-08-28T18:30:11.474318Z,50,4.8,Mings,7.6,7,29,0.9,5.8,Mings,540,0,2,3,8,0,0,0,2,0,0,4,126.8,24.5,120.0,27.1,29,64,4,93,20,,,2,Defender,7,Aston Villa,Tyrone Mings
46,,,169359,2,4.7,4.7,2,Matt,4.7,39,,,48,2.7,Targett,2.8,7,16,1.0,3.3,Targett,465,0,1,2,8,1,0,0,1,0,0,0,66.4,87.3,31.0,18.5,83,21,57,162,48,,,2,Defender,7,Aston Villa,Matt Targett
47,100.0,100.0,178301,4,3.3,3.3,6,Ollie,3.3,40,,2021-08-08T22:30:08.091938Z,73,2.6,Watkins,1.6,7,13,0.5,1.8,Watkins,371,1,0,2,5,0,0,0,0,0,0,0,64.4,43.5,239.0,34.7,25,27,10,55,15,3.0,,4,Forward,7,Aston Villa,Ollie Watkins
48,,,184704,3,0.3,0.3,0,Marvelous,0.3,41,,,45,1.2,Nakamba,0.2,7,5,0.1,1.1,Nakamba,177,0,0,0,4,0,0,0,0,0,0,0,14.2,9.1,0.0,2.4,139,156,184,353,161,,,3,Midfielder,7,Aston Villa,Marvelous Nakamba
49,,,193488,3,0.0,0.0,0,Anwar,0.0,42,,,58,3.7,El Ghazi,0.6,7,11,0.0,1.9,El Ghazi,239,1,0,1,3,0,0,0,1,0,0,1,41.2,46.8,33.0,12.1,107,93,105,240,111,1.0,,3,Midfielder,7,Aston Villa,Anwar Ghazi
50,100.0,100.0,195546,3,0.7,0.7,1,Emiliano,0.7,43,,2021-08-30T07:30:12.080454Z,64,3.2,Buendía Stati,1.3,7,16,0.1,2.5,Buendía,279,1,0,1,5,0,0,0,1,0,0,3,69.8,94.4,23.0,18.9,71,51,123,158,79,,,3,Midfielder,7,Aston Villa,Emiliano Stati
51,,,199796,2,7.0,7.0,1,Matthew,7.0,44,,,51,4.3,Cash,3.8,7,30,1.4,5.9,Cash,625,1,0,3,9,0,0,0,2,0,0,3,114.4,46.8,88.0,25.0,37,36,10,111,29,,,2,Defender,7,Aston Villa,Matthew Cash
52,100.0,100.0,199798,2,4.3,4.3,1,Ezri,4.3,45,,2021-08-28T18:30:11.489466Z,49,3.3,Konsa Ngoyo,0.7,7,23,0.9,4.7,Konsa,628,0,0,3,9,0,0,0,0,0,0,0,112.0,24.3,82.0,21.8,40,67,14,131,38,,,2,Defender,7,Aston Villa,Ezri Ngoyo
53,0.0,0.0,203368,2,0.0,0.0,0,Frédéric,0.0,46,Joined Strasbourg on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.208512Z,45,0.0,Guilbert,0.0,7,0,0.0,0.0,Guilbert,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,193,193,187,510,193,,,2,Defender,7,Aston Villa,Frédéric Guilbert
54,0.0,0.0,213345,4,0.0,0.0,0,Wesley,0.0,47,Season-long loan to Club Brugge,2021-09-13T08:02:12.064717Z,54,1.0,Moraes,0.1,7,1,0.0,0.2,Wesley,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.0,0.0,79,53,77,593,79,,,4,Forward,7,Aston Villa,Wesley Moraes
55,0.0,0.0,217487,4,0.0,0.0,0,Mbwana Ally,0.0,48,Transferred to Fenerbahce,2021-07-11T07:37:45.166277Z,55,0.0,Samatta,0.0,7,0,0.0,0.0,Samatta,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,82,81,80,600,82,,,4,Forward,7,Aston Villa,Mbwana Samatta
56,0.0,0.0,221239,4,0.0,0.0,0,Keinan,0.0,49,Knock - Unknown return date,2021-08-09T06:00:12.498773Z,44,0.0,Davis,1.4,7,0,0.0,0.0,Davis,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,56,51,480,57,,,4,Forward,7,Aston Villa,Keinan Davis
57,100.0,100.0,230046,3,5.0,5.0,2,Douglas Luiz,5.0,50,,2021-08-13T10:00:09.099732Z,46,3.5,Soares de Paulo,3.6,7,21,1.1,4.6,Douglas Luiz,527,0,2,3,5,0,0,0,1,0,0,1,92.8,158.4,23.0,27.6,50,19,122,88,48,,,3,Midfielder,7,Aston Villa,Douglas Paulo
58,100.0,100.0,232653,3,2.3,2.3,1,Jacob,2.3,51,,2021-08-28T18:30:11.520185Z,45,1.8,Ramsey,0.5,7,11,0.5,2.4,Ramsey,433,0,0,3,4,0,0,0,2,0,0,0,52.6,69.2,89.0,21.3,98,70,48,134,66,,,3,Midfielder,7,Aston Villa,Jacob Ramsey
59,,,18892,2,0.3,0.3,0,Ashley,0.3,52,,,49,2.5,Young,0.6,7,10,0.1,2.0,Young,266,0,0,1,4,0,0,0,0,0,0,0,21.8,26.6,6.0,5.5,119,61,97,319,110,,,2,Defender,7,Aston Villa,Ashley Young
60,100.0,100.0,180804,2,2.0,2.0,0,Axel,2.0,283,,2021-09-18T14:30:13.944058Z,45,2.5,Tuanzebe,0.5,7,10,0.4,2.2,Tuanzebe,272,0,0,1,4,0,0,0,0,0,0,0,47.4,0.7,39.0,8.7,104,123,48,275,96,,,2,Defender,7,Aston Villa,Axel Tuanzebe
61,,,84939,4,3.0,3.0,2,Danny,3.0,337,,,79,4.3,Ings,16.4,7,30,0.4,3.8,Ings,593,2,2,3,8,0,0,0,1,0,0,3,126.6,33.5,165.0,32.4,8,31,20,65,18,2.0,,4,Forward,7,Aston Villa,Danny Ings
62,50.0,0.0,215711,3,1.5,0.0,0,Leon,3.0,492,Thigh injury - 50% chance of playing,2021-09-18T19:30:08.076885Z,64,4.7,Bailey,0.6,7,14,0.5,2.2,Bailey,84,1,2,0,2,0,0,0,1,0,0,1,55.6,26.4,40.0,12.3,88,130,93,234,107,,,3,Midfielder,7,Aston Villa,Leon Bailey
63,,,447715,3,0.0,0.0,0,Aaron,0.0,496,,,45,0.0,Ramsey,0.2,7,0,0.0,0.0,Ramsey,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,209,212,203,539,210,,,3,Midfielder,7,Aston Villa,Aaron Ramsey
64,100.0,100.0,481624,3,0.0,0.0,0,Jaden,0.0,497,,2021-09-10T10:30:14.919715Z,50,1.0,Philogene-Bidace,0.0,7,1,0.0,0.2,Philogene-Bidace,4,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,232,235,230,583,233,,,3,Midfielder,7,Aston Villa,Jaden Philogene-Bidace
65,100.0,100.0,478912,3,0.0,0.0,0,Carney,0.0,526,,2021-09-10T10:30:14.999868Z,45,2.0,Chukwuemeka,0.0,7,2,0.0,0.4,Chukwuemeka,62,0,0,0,1,0,0,0,0,0,0,0,2.8,3.3,0.0,0.6,172,164,210,388,179,,,3,Midfielder,7,Aston Villa,Carney Chukwuemeka
66,,,433979,4,0.7,0.7,1,Cameron,0.7,568,,,45,1.0,Archer,1.3,7,2,0.2,0.4,Archer,5,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,65,66,61,537,67,,,4,Forward,7,Aston Villa,Cameron Archer
67,,,248164,1,0.0,0.0,0,Viljami,0.0,596,,,40,0.0,Sinisalo,0.1,7,0,0.0,0.0,Sinisalo,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,25,21,438,44,,,1,Goalkeeper,7,Aston Villa,Viljami Sinisalo
68,,,515597,2,0.0,0.0,0,Lamare,0.0,610,,,40,0.0,Bogarde,0.0,7,0,0.0,0.0,Bogarde,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,168,170,152,457,170,,,2,Defender,7,Aston Villa,Lamare Bogarde
69,,,61810,2,3.7,4.2,5,Pontus,4.7,76,,,46,5.4,Jansson,8.5,94,38,1.0,8.3,Jansson,621,0,3,3,6,0,0,0,1,0,0,5,109.6,24.4,32.0,16.8,41,65,55,181,57,,,2,Defender,94,Brentford,Pontus Jansson
70,,,128295,3,1.0,1.5,1,Christian,2.0,77,,,50,2.7,Nørgaard,1.0,94,19,0.4,3.8,Nørgaard,617,1,0,3,6,0,0,0,3,0,0,0,104.0,32.4,46.0,18.3,39,110,87,168,83,,,3,Midfielder,94,Brentford,Christian Nørgaard
71,,,144485,4,5.3,5.8,2,Ivan,6.3,78,,,63,4.4,Toney,15.0,94,31,1.0,4.9,Toney,630,2,2,3,6,0,0,0,1,0,0,4,142.0,152.4,189.0,48.4,7,5,16,25,8,1.0,,4,Forward,94,Brentford,Ivan Toney
72,100.0,100.0,154138,3,-1.0,-0.5,0,Tariqe,0.0,79,,2021-08-19T18:30:11.430175Z,52,0.0,Fosu-Henry,0.0,94,0,0.0,0.0,Fosu,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,233,236,231,584,234,,,3,Midfielder,94,Brentford,Tariqe Fosu-Henry
73,,,154561,1,2.7,3.2,3,David,3.7,80,,,46,4.3,Raya Martin,10.1,94,30,0.8,6.5,Raya,630,0,0,3,6,0,0,0,0,0,18,1,159.4,0.0,0.0,15.8,8,53,49,194,8,,,1,Goalkeeper,94,Brentford,David Martin
74,,,174932,3,2.0,2.5,4,Sergi,3.0,81,,,55,3.9,Canós,2.1,94,27,0.5,4.9,Canós,577,1,1,4,5,0,0,0,2,0,0,3,116.8,53.2,104.0,27.4,29,86,42,90,50,,,3,Midfielder,94,Brentford,Sergi Canós
75,0.0,0.0,183656,3,0.0,0.0,0,Pelenda Joshua,0.0,82,Hip injury - Unknown return date,2021-08-09T06:00:12.543954Z,54,0.0,Dasilva,0.0,94,0,0.0,0.0,Dasilva,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,238,239,236,591,238,3.0,,3,Midfielder,94,Brentford,Pelenda Dasilva
76,100.0,100.0,194010,2,1.7,2.2,2,Rico,2.7,83,,2021-09-18T18:00:16.393567Z,45,3.4,Henry,1.1,94,24,0.6,5.3,Henry,614,0,0,3,6,0,0,0,1,0,0,0,83.4,84.2,11.0,17.9,65,22,82,172,53,,,2,Defender,94,Brentford,Rico Henry
77,75.0,,204580,3,2.5,3.8,0,Vitaly,4.3,84,Thigh injury - 75% chance of playing,2021-10-03T23:00:16.200398Z,50,3.8,Janelt,0.3,94,23,0.9,4.6,Janelt,511,1,0,4,4,0,0,0,1,0,0,3,117.0,112.9,90.0,32.1,28,40,47,67,41,,,3,Midfielder,94,Brentford,Vitaly Janelt
78,,,205836,3,-1.0,-0.5,0,Saman,0.0,85,,,53,1.5,Ghoddos,0.0,94,3,0.0,0.6,Ghoddos,85,0,0,0,1,0,0,0,0,0,0,0,13.4,25.4,36.0,7.5,141,132,98,293,131,,,3,Midfielder,94,Brentford,Saman Ghoddos
79,100.0,100.0,207283,3,-0.3,0.2,2,Mathias,0.7,86,,2021-08-12T07:00:05.877357Z,49,1.3,Jensen,0.0,94,4,0.1,0.8,Jensen,93,0,0,0,2,0,0,0,0,0,0,0,23.2,44.0,18.0,8.6,126,98,133,277,124,,,3,Midfielder,94,Brentford,Mathias Jensen
80,100.0,100.0,213687,2,-1.0,-0.5,0,Charlie,0.0,87,,2021-08-25T08:00:07.939391Z,39,0.0,Goode,2.1,94,0,0.0,0.0,Goode,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,142,144,121,410,144,,,2,Defender,94,Brentford,Charlie Goode
81,,,216620,4,-1.0,-0.5,0,Marcus,0.0,88,,,53,1.0,Forss,0.1,94,1,0.0,0.2,Forss,4,0,0,0,0,0,0,0,0,0,0,0,0.0,1.3,0.0,0.1,75,50,72,407,55,2.0,,4,Forward,94,Brentford,Marcus Forss
82,,,226956,2,-0.7,-0.2,0,Mads,0.3,89,,,43,1.0,Roerslev Rasmussen,0.1,94,2,0.1,0.5,Roerslev,44,0,0,0,1,0,0,0,0,0,0,0,11.4,0.5,0.0,1.2,128,127,163,375,133,,,2,Defender,94,Brentford,Mads Rasmussen
